city,region,year,month,temp,temp_max,temp_min,precip,wind,radiation
Porto Alegre,Sul,1987,3,23.751612903225805,28.925806451612903,19.538709677419355,75.8,15.393548387096773,19.520967741935483
Porto Alegre,Sul,1987,4,21.11,24.976666666666667,17.65,152.8,14.513333333333332,11.981333333333334
Porto Alegre,Sul,1987,5,14.712903225806452,18.493548387096773,11.109677419354838,163.9,16.86774193548387,9.756129032258064
Porto Alegre,Sul,1987,6,12.576666666666666,17.38,8.34,151.8,14.183333333333334,8.945
Porto Alegre,Sul,1987,7,16.75483870967742,20.69677419354839,13.474193548387097,252.4,17.041935483870965,7.585483870967742
Porto Alegre,Sul,1987,8,14.758064516129032,18.56451612903226,11.370967741935484,246.5,15.825806451612904,9.735483870967743
Porto Alegre,Sul,1987,9,15.376666666666667,20.026666666666664,10.9,160.10000000000002,17.86,13.885333333333334
Porto Alegre,Sul,1987,10,18.419354838709676,23.183870967741935,14.167741935483871,176.20000000000002,17.44516129032258,18.970645161290324
Porto Alegre,Sul,1987,11,21.333333333333332,26.009999999999998,16.863333333333333,80.9,17.136666666666667,23.301333333333332
Porto Alegre,Sul,1987,12,23.016129032258064,27.725806451612904,18.93548387096774,166.4,16.92258064516129,22.891935483870967
Porto Alegre,Sul,1988,1,24.94193548387097,29.519354838709678,21.14516129032258,185.9,15.45483870967742,22.246774193548386
Porto Alegre,Sul,1988,2,23.303448275862067,27.92758620689655,19.306896551724137,66.1,16.82758620689655,22.66758620689655
Porto Alegre,Sul,1988,3,25.200000000000003,30.570967741935487,20.712903225806453,56.0,16.206451612903226,19.361290322580647
Porto Alegre,Sul,1988,4,18.956666666666667,23.436666666666667,14.646666666666667,127.3,15.29,14.045666666666667
Porto Alegre,Sul,1988,5,14.274193548387096,18.106451612903225,10.725806451612904,28.8,13.874193548387098,9.533225806451613
Porto Alegre,Sul,1988,6,11.503333333333334,16.09,7.27,173.29999999999998,12.2,8.322333333333335
Porto Alegre,Sul,1988,7,12.606451612903227,17.82903225806452,8.125806451612904,52.800000000000004,14.329032258064515,10.116129032258065
Porto Alegre,Sul,1988,8,15.548387096774194,20.11935483870968,11.635483870967741,72.1,16.612903225806452,12.040322580645162
